label,text
2,thầy wzjwz rất nhiệt tình   có khả năng truyền đạt kiến thức thực hành cao và luôn có bài tập trên lớp
2,thầy rất tận tâm và nhiệt tình chỉ dạy sinh viên
0,nội dung các bài thực hành cần có hướng đi bao quát hơn
1,xin cảm ơn
2,môn học tuyệt vời
0,cách truyền đạt khó có thể cho tôi nắm bắt được nội dung môn học
0,cần hạn chế dạy bài giảng điện tử
2,vui vẻ   hòa đồng
2,thầy dạy thực tế   nhiệt tình với sinh viên
0,bàn giáo viên rất dơ   quạt máy thì chạy như không có chạy   mở chỉ thêm tốn điện   không có mát
2,cô rất vui và rất gần gũi với học sinh
0,slide còn khá khó hiểu
2,thầy dạy rất vui   có sự tận tâm trong giảng dạy
0,nội dung môn học nên tập trung vào chuyên ngành học
2,cô giảng hay   nhiệt tình
1,đầy đủ
0,tính điểm quá trình không công bằng
2,cô nhiệt tình   giảng bài kỹ
2,môn học cần thiết kế để sinh viên có cơ hội khảo sát thực tế
2,giảng dạy tốt   chỉ bảo tận tình
2,thầy rất tận tình vui vẻ
2,hoạt động thuyết trình của sinh viên chiếm nhiều thời gian
2,giảng dạy tốt   đi dạy đúng giờ
2,thầy giảng bài không sát với đề thi
0,chưa hiệu quả
2,hướng dẫn chu đáo
0,không mang lại hiệu quả
2,thầy rất tận tâm giảng dạy
2,gợi ý tỉ mỉ đến từng chi tiết
1,sự nhiệt huyết của giáo viên
2,giảng dạy hay   nhiệt tình   dễ hiểu
0,thầy rất chăm chút và nhẹ nhàng với những sinh viên mà thầy quen biết   khi báo cáo thầy đều cho các bạn qua môn hoặc điểm rất là cao mặt dù thầy nói đồ án yêu cầu một người làm   tuy nhiên có nhóm hai thành viên cùng làm một đồ án và có hai nhóm có cùng một project như nhau   y chang code   copy từ cùng nguồn internet   thầy vẫn cho qua môn
0,thầy không gửi tài liệu   thông báo lên modle   thầy thường xuyên bận nên không đảm bảo giờ gặp sinh viên như đã thông báo
0,giảng viên đôi khi đến lớp muộn
2,thầy dạy vui lắm
1,ứng dụng của môn học đó giúp gì cho sinh viên
2,môn học quá sâu làm và mới mẻ rất khó nắm bắt để làm bài tập
2,cô dạy rất có tâm
1,thầy có hơi đi trễ chút xíu
0,nên tăng cường học nghe   nói
0,giảng viên thiếu các bài tập cụ thể để học sinh ứng dụng để nhớ
2,kiến thức của môn này có lẽ hiếm khi nào tụi em dùng tới
0,thầy nên nói nhiều về ứng dụng thực tế   như mình công thức này thường áp dụng cho những thiết bị nào
0,giọng cô nhỏ   không nên sắp ở giảng đường vì sẽ rất dễ gây buồn ngủ và không nghe rõ được
2,nhiệt tình và tâm huyết
1,thầy dạy thực tế
2,em và các bạn thuộc các lớp phần mềm chất lượng cao hầu như không ai muốn đăng ký môn học game cơ bản do giảng viên này đảm nhận   nhưng kỳ vừa rồi nhà trường chỉ cung cấp cho chúng em duy nhất một sự lựa chọn là giảng viên này nên chúng em không còn cách nào khác
2,cô rất nhiệt tình   giải thích rõ bài tập
0,trang thiết bị nên tốt hơn
0,cô dạy hơi nhanh nên em không kịp hiểu
0,giảng viên dạy không nhàm chán
1,nhiệt tình   luôn giúp đỡ học sinh
2,cô giảng nhiệt tình   dễ hiểu
0,nhắn tin xem mà không trả lời
2,cô hay dạy lố giờ
2,cô giảng dạy tận tình   luôn quan tâm đến học sinh
2,tài liệu giảng viên luôn soạn đầy đủ   dễ hiểu
2,nhiệt tình   lên lớp đều và có phương pháp giảng dạ tốt
0,phải dừng lại một ít thời gian chỉ để đánh dấu cộng điểm và tính điểm   rối ren
0,nhưng mà phòng thực hành hiện tại thì chỉ trang bị máy có  gb ram thôi
0,có đôi chỗ cô hơi khó
0,giảng viên chưa định hướng được mục đích học môn này cho sinh viên
0,nên chú trọng vào thực hành
2,giáo viên giỏi
2,cô giảng nhiệt tình dễ hiểu   giúp sinh viên giải quyết nhiều vấn đề trong lúc thực hành
2,giảng viên dạy rất tận tâm
1,ok hết
2,mong thầy kiểm duyệt đề thi kỹ hơn trước khi đưa vào làm đề chính thức
1,về các ví dụ
2,thầy dạy rất nhiệt tình luôn luôn xuống giữa lớp để giao tiếp với sinh viên một cách dễ dàng luôn đưa ra những ví dụ xung quanh lớp giúp sinh viên dễ dàng hiểu bài hơn
2,thầy rất nhiệt tình   giảng rất kỹ càng
0,khả năng truyền đạt   giao tiếp rất kém   kiến thức không vững   thiếu khả năng tương tác với sinh viên
1,giảng viên có tâm
0,giáo viên chưa đi sâu vào vấn đề bài học
2,hòa đồng   vui tính
1,tăng cường thiết bị
1,giảng viên cho nhiều thử thách hay
2,hướng dẫn làm bài tập thực hành cụ thể
1,có sự tận tụy
0,có lẽ vì thế   mà cô cho tụi em đồ án lớn và bài tập theo tuần nữa   nên tụi em khá là căng thẳng   tụi em còn phải làm đồ án của các môn khác nữa
2,thầy nhiệt tình
1,thầy dạy rất hay   mong rằng sẽ được học thầy trong những môn khác
0,dạy chậm
2,có bài soạn cho sinh viên xem trước
0,chỉ tại em thiếu từ vựng anh văn
0,chưa sử dụng modle trong quá trình giảng dạy   nhất là trong việc cung cấp tài liệu học tập
0,khi lấy điểm quá trình thì lấy đại   ngay những bài chưa hề nhắc đến hay đề cập đến bài tập   tài liệu thì không cung cấp bài tập chỉ trừ slide bài giảng lý thuyết
2,thầy dạy rất vui và dễ hiểu
2,đợi các bạn ngồi vào bàn hết cô mới sắp xếp chỗ ngồi nên gây mất thời gian làm bài của sinh viên
0,dạy ở giảng đường mà không ngồi trên thì khó thấy bảng  v
0,cô nên tận tâm đi ạ
2,vui vẻ   hài hòa   tích cực trong giảng dạy
2,em rất thích học cô
1,em ít khi lên lớp
2,nên cho bài tập để giải thêm
2,giảng dạy nhiệt huyết kết hợp mở rộng kiến thức
0,cần cho sinh viên tập nói các topic trong cái unit trước để sinh viên tự tin hơn về khả năng nói của mình
1,quá tốt
2,thầy dạy vui   nhiệt tình
0,thầy toàn đưa ra yêu cầu nhưng không giảng dạy   có những bài tập thầy chỉ quăng code để sinh viên tự đọc tự hiểu chứ không hề giải thích gì cả
0,vô trễ không được điểm danh
1,quan tâm
2,học sinh luôn thích những giáo viên thân thiện với học sinh để tăng được sự tương tác giữa đôi bên
0,tăng thời lượng cho phần nghe nói
0,em nghĩ môn này nên minh họa nội dung lý thuyết bằng một đề tài suốt tất cả các nội dung   giống như làm một đồ án luôn vậy   như thế sẽ dễ nắm bắt và hiểu lý thuyết hơn
2,vừa học được kiến thức chuyên môn vừa học được cách làm người
0,giảng viên và giảng viên thực hành dạy môn học cho sinh viên theo hai hướng khác nhau   làm sinh viên rất khó nắm bắt
0,nhưng kiến thức cơ bản còn chưa nắm thì làm sao mà làm được
2,đồ án thực hành khác xa so với lý thuyết học trên lớp
2,cải thiện chất lượng phòng học và các trang thiết bị hỗ trợ việc học tập
2,cô nhiệt tình   giúp đỡ sinh viên   tạo không khí học tập thoải mái
1,thầy wzjwz dạy rất hay và rất nhiệt tình
2,nâng cao trang thiết bị học tập
0,cần tăng thời gian môn học lên      để sinh viên có điều kiện tiếp thu sâu hơn kiến thức
0,thầy dạy lý thuyết suông quá ạ
0,cô giảng bài còn ít chỗ khó hiểu   không sâu sắc
0,trên lớp   khi giảng dạy   giảng viên sử dụng rất nhiều câu nói   từ ngữ thô tục   chửi thể rất vô văn hoá
2,thầy giảng bài rất kỹ
2,hình thức giảng dạy hay   thông qua các mini game để truyền đạt kiến thức
1,chuẩn bị đầy đủ các phần mềm   chương trình cần thiết sẵn trong các phòng thực hành phù hợp với đặc trưng môn học
2,giảng viên có vai trò rất lớn đối với việc tối ưu code của sinh viên
2,mang tính thực tiễn cao cho việc thi toeic cũng như thực hành ngoài xã hội
1,giảng viên cập nhật thông tin về bài học thường xuyên   đầy đủ   mới mẻ
0,thầy giảng bài khó hiểu   đôi khi còn mơ hồ
0,cần chuẩn bị bài giảng một cách thật chính xác và không làm việc riêng khi lên lớp
1,giảng viên nhiệt tình giảng dạy   các bài tập đa dạng phù hợp với lý thuyết
2,giảng viên nhiệt tinh   tâm huyết
2,thầy dạy vui dễ hiểu   không khí lớp học thoải mái
1,có kiến thức sâu rộng   giảng bằng tiếng anh
1,năng nổ nhiệt tình dễ hiểu
2,phương pháp giảng dạy chủ động   giúp sinh viên không chỉ nâng cao kiến thức chuyên môn mà còn cả kỹ năng nghề nghiệp   thuyết trình   tư duy phản biện
0,cách truyền đạt chưa giúp sinh viên hiểu được tổng quát của vấn đề
0,cần sắp xếp phòng học cho hợp lý hơn   kèm theo các thiết bị   công cụ chiếu
1,thầy giảng bài dễ hiểu và rất vui tính
0,giáo viên nói tiếng anh còn chưa được tốt
2,nên có phần đáp án bài tập tham khảo cho các deadline bài tập
2,độ bao quát kiến thức trong môn học của thầy rất rộng nhưng đưa vào tất cả chỉ trong một môn học thì không thích hợp
2,thầy dễ thương   nhiệt tình
1,giảng tận tình vui vẻ
0,lịch học không rõ ràng   khó nắm bắt lịch
2,thực sự vẫn chưa hiểu wireshark ngoài mục đích làm bài tập thì em có thể dùng làm việc gì khác
1,giọng truyền cảm   cho ví dụ cụ thể
2,thầy wzjwz là một giảng viên rất tâm huyết với sinh viên   thầy truyền đạt rất dễ hiểu bài và kỹ càng
0,giảng dạy khó hiểu   gây áp lực quá nhiều   kéo dài thời gian giảng dạy làm sinh viên không thể ăn trưa
0,thầy nên bỏ ra một vài tiết để làm bài tập vì lượng ví dụ thầy cho khá nhiều
2,hòa đồng   vui vẻ và biết tiếp thu ý kiến sinh viên
0,chưa nhiệt tình lắm
2,giáo viên giảng dạy tốt   phát huy tốt khả năng nghe nói và đọc của sinh viên
0,bảo thủ trong cách giảng dạy   không giải đáp thắc mắc hỗ trợ sinh viên khi đang thực hành
2,phải học quá nhiều phần không cần thiết   nên giảm bớt vài nội dung   ví dụ   vector ngẫu nhiên  chiều   phân phối poison
1,thầy dạy kỹ   dễ hiểu   minh họa lý thuyết kỹ   liên tưởng thực tế
0,không đăng bài tập hằng tuần sớm để sinh viên có thời gian thực hiện
1,cô thường xuyên kiểm tra bài
2,thầy dạy dễ hiểu   sinh động   có nhiều ví dụ cụ thể
1,thầy luôn cố gắng giúp học sinh hiểu rõ bản chất
0,lượng kiến thức thì nhiều mà thời gian dạy thì ít   mong phòng đào tạo có thể xem xét và chia ra dạy mỗi môn     ngôn ngữ   ví dụ như html   cs làm  môn học   js và jquery làm  môn   php làm  môn
2,có phương phát giảng dạy dễ hiểu
2,có nhiều câu chuyện thú vị bên cạnh việc giảng dạy   tương tác với lớp nhằm tạo điều kiện cho việc tiếp thu kiến thức dễ dàng
0,khi tụi em học môn đặc tả hình thức thầy wzjwz giảng dạy thì tụi em không hiểu thầy đang nói gì   không hiểu được môn này học để làm gì và nó có ứng dụng vào thực tiễn như thế nào
2,theo em   tài liệu môn học còn thiếu
1,dạy nhiệt tình với sinh viên
2,giảng viên truyền đạt rất tốt   rất dễ hiểu
0,thầy dạy cho nghỉ nhiều
2,phòng wzjwz dãy nhà wzjwz buổi chiều quá nóng và nắng
0,thầy dạy không nhiệt tình   nhất là phần thực hành
0,thầy hay dạy lố giờ sang thời gian ăn trưa
0,kết thúc môn học   sinh viên không được chạm tay sử dụng bất kỳ phần mềm nào được giới thiệu
2,phương pháp giảng dạy khá tốt
2,thầy rất nguyên tắc và mọi thứ được sắp xếp rõ ràng
2,thầy đúng giờ giấc   giúp đỡ tốt trong quá trình thực hành
2,thầy dạy có tâm   nhiệt tình với sinh viên
2,cô giảng dạy và chỉ dẫn học sinh rất tận tình
2,cực nhiệt tình   thương sinh viên   giảng dễ hiểu
0,thầy truyền đạt chưa được tốt lắm   khó hình dung
2,em nghĩ thi cuối kỳ môn này   nên thi với hình thức tự luận   ạ
2,số lượng thuật toán nhiều   dàn trải   nên được tinh giảm bớt để tập trung và liên hệ ứng dụng thực tiễn nhiều hơn
0,cách giảng dạy gây buồn ngủ
0,làm cho người học bị rối
1,hay nhiệt tình
2,sinh viên chịu khó sẽ làm được bài
2,vui tính   cách giảng thu hút
1,giáo viên luôn đảm bảo đúng giờ giảng dạy   giảng bài dễ hiểu
0,ảnh hướng tới kết quả chung của em
2,thầy dạy khá hay và chi tiết   dễ tiếp thu
2,sự nhiệt tình chu đáo của cô
0,giảng dạy chi tiết hơn
0,thầy sử dụng tiếng anh và tiếng việt lẫn lộn   gây khó hiểu
2,rất tốt   không có ý kiến
2,lên lớp trễ     phút
2,thầy nhiệt tình giảng dạy
0,cần cung cấp thêm tài liệu học tập cho sinh viên
0,thầy nghỉ quá nhiều   đây là môn về kinh tế mà thầy làm quá khắt khe
2,giảng viên thường xuyên đi trễ   việc giảng dạnh luôn bị kéo dài vì giảng viên quá nhiệt tình
0,hơi nhiều bài tập
2,cô dạy rất nhiệt tình và dễ hiểu
2,giảng viên dạy rất nhiệt tình   giúp đỡ sinh viên rất nhiều
0,đôi từ tiếng anh em chưa hiểu
0,cần nâng cao hơn chất lượng giảng dạy
2,một số vấn đề cơ bản giảng viên nên lược bớt để không tốn thời gian
1,thái độ rất nhiệt tình
1,tận tâm và rất cập nhật thông tin cho sinh viên
2,giảng viên hướng dẫn nhiệt tình
1,giáo trình rõ ràng   bài tập đầy đủ nội dung đã học
2,cô nhiệt tình   giảng kỹ và dễ hiểu
0,phòng học quá nóng   thiếu quạt
2,thầy dạy rất tận tâm và nhiệt tình
0,phòng máy không sử dụng được
2,giảng viên dạy hay   nhiệt tình và dễ hiểu
2,đi đúng giờ   dạy đủ kiến thức
2,thầy theo rất sát sinh viên chúng em trong từng buổi học   thầy luôn làm ví dụ để sinh viên dễ dàng hơn trong việc code
2,giáo viên không hướng dẫn sử dụng các tài liệu có hiệu quả và không hướng dẫn làm bài tập mà chỉ sửa bài tập
0,nên để giáo viên có kinh nghiệm dạy môn này
2,thầy dạy rất hay   ngắn gọn   tổng quát và dễ hiểu
2,cô rất dễ thương   giảng dạy nhiệt tình và dễ hiểu
2,cô rất gần gũi với học sinh
2,thương xuyên ôn tập kiến thức
2,giảng viên nhiệt tình   quan tâm đến hầu hết các sinh viên trong lớp
1,thầy dạy cực kỳ nhiệt tình   chắc là hơn  mấy năm đi học cả phổ thông lẫn đại học mới thấy được thầy dạy nhiệt tình vậy
0,lý do lý thuyết không hiểu   dẫn đến thực hành cũng không hiểu
2,thầy nhiệt tình và rất quý sinh viên   giải bài tập chi tiết và có kèm ví dụ sinh động   em rất thích thầy và mong thầy tiếp tục dạy lớp em
0,không cứng nhắc trong cách cho điểm
0,truyền đạt chưa tốt lắm
0,phòng máy quá cũ   internet không có   nhỏ   máy cấu hình quá yếu
2,dễ hiểu   dạy hay   có nhiều phương pháp sáng tạo   kẹo ngon
1,đảm bảo giờ lên lớp   số tiết dạy
0,còn quá ít bài tập
0,cung cấp thêm tài liệu   giáo trình môn học
2,chia nhóm làm đồ án rất hay
0,hơn nữa   lại dùng silverlight   dẫn đến tình trạng nhiều bạn không muốn học   vì học silverlight xong rồi   giờ đâu ai dùng nữa
2,thầy giảng rất hay   chúng em cảm ơn thầy
2,giáo viên cần đảm bảo giờ lên lớp
2,giảng viên rất tận tâm   chu đáo
2,giảng dạy nhiệt tình   hài hước
0,nhạt nhẽo và khá nhảm
0,giảng viên giảng bài chưa hiệu quả   nhiều sinh viên không hiểu bài
2,giảng viên dạy dễ hiểu   tận tình   đảm bảo giờ lên lớp   cung cấp đầy đủ kiến thức cần có cho sinh viên
2,đồng thời   những câu hỏi thầy đặt ra rất sát và đòi hỏi kiến thức sâu so với bài học
2,thầy dạy vui hiệu quả tận tình
0,các thầy cô nên để micro gần miệng tí
0,có vài bạn nộp đồ án trễ nhưng vẫn được điểm rất cao
2,thầy tận tâm   nhiệt tình   nghiêm khắc   giảng bài dễ hiểu   đánh giá kết quả học tập công tâm   chính xác
0,qua kỳ sau mong thầy có thể tìm ra được một phương pháp dạy phù hợp giúp bọn em cảm thấy hứng thú với môn học của thầy
0,thầy không dạy em môn này
2,cách dạy và nhiều bài tập hay
2,giáo viên luôn tận tâm   nhiệt tình và có sự tương tác cao với sinh viên
0,học gần công trình thì công thật không thể chịu nổi
0,thực hành đầy đủ
2,cô giảng rất dễ hiểu và tận tâm với học sinh
2,nhiệt tình giúp đỡ các bạn sinh viên
1,đứng lớp đúng giờ   giải đáp mọi thắc mắc của sinh viên   nhiệt tình
1,chỉ bảo tận tình
1,thầy dạy hay và đưa ví dụ rất sát   dễ dàng hiểu bài khi trên lớp
0,thầy nghỉ nhiều quá   làm tụi em cũng nghỉ theo
1,giáo viên nhiệt tình   đảm bảo giờ lên lớp
1,có nắm được lý thuyết của môn học
0,rất nản
2,thầy wzjwz dạy có tâm và luôn hỗ trợ khi có thắc mắc
0,thầy cô chưa đưa nhiều vấn đề xã hội vào
0,đôi khi không có sự nhiệt huyết
2,thầy dạy rất tận tâm   nhiệt tình trả lời câu hỏi của sinh viên
0,thầy nên demo các mạch bằng protues
2,giọng nói   cử chỉ   cách truyền đạt của cô rất chi là dễ thương
1,cách dạy của giảng viên
0,máy tính của phòng thực hành không phục vụ được nội dung thực hành   giảng viên yêu cầu tự làm trên laptop rồi mang lên phòng thực hành chấm điểm   vậy phòng thực hành dùng để chấm điểm
2,giảng viên thực hành rất nhiệt tình và giải đáp được những vấn đề mấu chốt của môn học
2,thầy rất nhiệt tình   thường nói thêm để mở rộng kiến thức cho sinh viên và thẳng thắn chỉ ra những thiếu sót của slide bài giảng để sinh viên không mắc sai lầm và hiểu rõ vấn đề
0,còn khắt khe điểm quá   cho kiểm tra quá nhiều
0,giảng dạy cứng nhắc   áp đặp   không thu hút   gò bó sinh viên
1,em thấy học vậy cũng được rồi
2,bài tập giảng viên cho tại lớp đáp ứng nhu cầu của sinh viên
2,thầy dạy có tâm ạ
2,thầy rất vui
1,gần gủi với sinh viên
2,thầy dạy nhiệt tình và đúng giờ
1,khá tận tình
2,chọn thời gian báo cáo phù hợp cho sinh viên
2,giảng viên nhiệt tình   đúng giờ
0,dạy kiến thức khá là cao cấp   vượt hơn khả năng hiểu biết của đa số sinh viên
2,thầy hay hát vu vơ   nghe cũng hay nhưng cũng rất buồn cười
0,nâng cấp trang thiết bị   đặc biệt là loa nghe để có chật lượng tốt nhất
2,giảng viên hướng dẫn rõ   chỉ dẫn từng sinh viên
2,cô không đăng slide bài học lên trước mà chỉ đăng sau khi đã học xong vì thế khi không hiểu thì không có slide để đọc lại
0,cách dạy của thầy chưa hiệu quả   nhiều lúc còn nâng đỡ một số sinh viên
0,tăng cường giao lưu thực tiễn tiếng anh
2,thầy thường xuyên đi trễ   có tuần thì trễ     phút   có một tuần trễ tận  tiếng   lúc này sinh viên đã ra về
0,không truyền được cảm hứng học tập
1,có tương tác với sinh viên
2,khá là tâm huyết
0,cần cung cấp mục tiêu môn học
0,thầy nên nói chậm lại một tí
0,em muốn nhà trường xếp lịch làm sao để chúng em ít bị trùng lịch nhất ạ
2,giảng kỹ dễ hiểu minh họa thực tế
2,thầy còn giảng rất hài hước
0,chữ cô rất xấu   cô dạy khó hiểu   không giải thích về bài thực hành mà chỉ đưa  clip rồi bảo sinh viên làm theo
0,nói chung cũng tạm được
2,cách dạy hay   tạo động lực cho sinh viên
2,giảng viên nhiệt tình   giảng dạy từ từ   dễ hiểu
0,những thông tin thầy truyền đạt rất khó hiểu   sinh viên không hình dung được kiến thức đó
0,thầy có chỉ dẫn kỹ càng nhưng do kiến thức môn học quá nhàm chán gây ra đa số sinh viên trong lớp hay cúp học
0,đôi khi còn giảng dạy khô cứng
0,dành quá nhiều thời gian trên lớp để chép bài lên bảng
2,thầy có kiến thức sâu rộng   chúng em cần phải học hỏi nhiều ở thầy
0,cần nâng cao chất lượng cơ sở vật chất hơn
0,giảng viên nên giảng bài cụ thể hơn
2,giảng viên ít giảng sâu về các ví dụ
1,thầy dạy giỏi   quan tâm tới học sinh   vui tính   mong là ngày nào đó thầy sẽ dạy lại lớp em
2,môn học rất có ích
1,bài tập được làm nhiều   ân cần   tận tụy
0,cách truyền đạt chưa thực sự hiệu quả
2,giảng viên nhiệt tình thân thiện   giảng dạy có kế hoạch   đảm bảo kiến thức
2,cố gắng làm nhiều bài tập hơn nữa
0,thầy nên cho những ví dụ code demo để sinh viên hiểu hơn
2,cô dễ thương   giải đáp thắc mắc tận tình
0,giáo viên để sinh viên tự học nhiều hơn
2,cô dạy tốt truyền đạt hay dễ hiểu
0,giảng viên đến lớp trễ   thường xuyên vắng nhưng không báo trước
2,thầy nhiệt tình giảng dạy   nhiều vấn đề rất hay cần thiết cho sinh viên
1,chưa bao giờ gặp mặt giáo viên từ lúc bắt đầu học đến bây giờ
2,giảng dạy tận tâm   nhiệt tình tạo điều kiện phát triển kiến thức cho sinh viên
2,giảng viên nhiệt tình   giảng dạy theo hướng mở để sinh viên có thể tự nghiên cứu thêm ngoài chương trình
2,em rất thích cô
0,cần phải có phương pháp giảng dạy linh hoạt và sáng tạo để gây hứng thú cho người học
2,giáo viên tuyệt vời   đẹp trai   vui tính   đá bóng hay
2,bài giảng dễ hiểu   có kèm theo ví dụ cụ thể   thân thiện với sinh viên   giải đáp ngay khi sinh viên có câu hỏi
2,hài hước
2,thầy dạy ứng dụng thực tế nên rất dễ hiểu
2,thầy ra bài tập nhiều nâng cao năng lực thực hành
2,thầy rất gần gũi và hướng dẫn tốt cho sinh viên
2,thầy tâm lý   dạy hay
2,thầy dạy tận tình   tạo không khí mới mẻ cho buổi học
2,giảng viên khá hài hước   mang lại tiếng cười cho lớp trong quá trình giảng dạy
0,giảng viên hay nhớ nhầm việc dạy lớp này sang lớp khác
2,thầy dạy rất tốt   em cảm thấy dễ hiểu
0,sinh viên năm  trở lên đều có laptop cả rồi   vậy nên vào phòng máy là không cần thiết
2,giảng viên nhiệt tình   tận tâm   tích cực trao đổi với sinh viên về kiến thức trong và ngoài chương trình
0,nói rõ nội dung môn học   mục tiêu
1,vui vẻ
2,giáo viên dạy hay   nhiệt tình và cập nhật các kiến thức bên ngoài vào trong bài giảng
0,nhà trường nên cho thực hành mỗi tuần một lần
2,giảng viên ôn thi chuẩn xác
2,thầy tạo được sự hứng thú với môn học
2,dạy dễ hiểu   hài hước
2,nhiệt tình   vui tính
2,nhiệt tình   gần gũi sinh viên
2,môn học cần được thiết kế chi tiết hơn từng phần học cụ thể để sinh viên dễ tiếp cận như   học lập trình console và win form lẫn lộn   sinh viên chưa có cái nhìn khái quát và tổng thể về vấn đề cần làm dẫn đến khó tìm lối đi trong sự hỗn loạn kiễn thức   không có phương hướng kết quả học tập không cao   không hứng thú và đam mê
2,thầy rất quan tâm đến khó khăn gặp phải của sinh viên trong lúc thực hành
2,việc truyền đạt kiến thức chưa sâu   em thấy vẫn mông lung sau mỗi tiết học   chỉ hiểu sơ sơ
2,cách dạy của giáo viên rất tốt
2,anh wzjwz như một người bạn vậy   rất gần gũi   thoải mái khi giao tiếp với sinh viên   kiến thức học được từ anh rất đầy đủ
0,thầy lên lớp không đúng thời gian và không quan tâm sinh viên
0,em thấy phòng thư viện tầng trên mà bọn em học không hề phù hợp với việc học anh văn vì thiết kế bảng và hệ thống máy tính khiến bọn em cứ phải mỏi cổ ngoảnh sang trái hoặc sang phải suốt cả buổi học vì bọn em cũng chả dùng máy tính để làm gì trong giờ học anh văn cả
0,giảng viên dạy rất buồn ngủ   không thu hút sinh viên vào bài giảng
0,giọng hơi khó nghe
2,giáo trình tốt   kiến thức trọng tâm
2,cô rất dễ thương và được nhiều sinh viên yêu quý ạ
2,cô dạy khá dễ hiểu và cô khá thoải mái
0,hoàn toàn không hài lòng với cách đánh giá của thầy
1,không có gì cả ạ
2,qua đó sẽ hiểu được thật sâu và rõ những lý thuyết đã được học
2,thầy dạy rất hay   kiến thức rất thực tế   theo sát sinh viên từng bước một   hướng dẫn tận tình tận tâm   truyền đặt kiến thức dễ hiểu   thuyết phục
2,nhiệt tình   thầy dạy kỹ
2,thầy dạy rất tốt và trả lời các câu hỏi của sinh viên rất nhanh và chính xác
2,giáo viên tận tâm   nhiệt tình   cách truyền đạt dễ tiếp thu
2,thầy ví dụ thực tiễn   đáp ứng yêu cầu thực hành
2,giảng viên tận tâm   tạo sự chủ động trong học tập cho người học
1,thầy thân thiện dạy nhiệt tình
2,đủ tài liệu
0,viết quá nhiều
2,thầy đi dạy luôn đảm bảo thời gian   giải đáp thắc mắc rất nhiệt tình   ra trễ hơn các môn khác từ     phút
0,em muốn môn học gần với thực tế qua các ví dụ
2,giảng dễ hiểu   vui tính và rất thân thiện với sinh viên
0,em có ý kiến là nên hủy môn vật lý kỹ thuật
2,sự hướng dẫn thực hành tận tâm   nhiệt tình
0,hy vọng học kỳ tới thầy có thể kết thúc buổi học đúng giờ
0,giờ thực hành quá ít   bài tập thực hành hằng tuần đều đó   giảng viên hướng dẫn không có nhiều thời gian để hướng dẫn trực tiếp
2,nhiệt tình   có tâm huyết
0,phần khảo sát   các câu hỏi khảo sát quá dài dòng   nhiều câu lập đi lập lại sinh viên chán nản tích tràn lan đánh giá không đúng kết quả khảo sát không được chính xác
2,tận tâm tận tình
0,nội dung nhập nhằng
2,giảng viên hướng dẫn nhiệt tình   chi tiết
0,các thành viên dễ gán kết hơn và có trách nhiệm hơn
2,sử dụng hiệu quả thời gian lên lớp
2,sự nhiệt tình   tận tâm của giảng viên
2,dạy chi tiết
2,giảng viên dạy rất nhiệt tình   phản hồi trực tiếp   gián tiếp thắc mắc của sinh viên rất tích cực
0,thay đổi hình thức đánh giá môn học
2,cần bổ sung phần kiến thức patern severside
0,điều đó dẫn đến nhiều sinh viên cũng sẽ phát âm như vậy
0,cô giảng còn hơi khó hiểu
2,khả năng truyền đạt tốt
0,mỗi ngày khi đến môn học này là một cực hình tra tấn sinh viên cả lớp
2,giảng đường quá nóng
2,giảng dạy tốt   nhiệt tình chỉ bảo sinh viên
2,thầy wzjwz là một giảng viên rất tâm huyết với sinh viên   thầy tận tình chỉ dạy tất cả những điều chúng em chưa rõ
1,thầy dạy nhiệt tình   áp dụng nhiều bài tập   dễ hiểu
0,đa số giảng sơ sài   chủ yếu là lước qua
0,cho mượn kit về nhà đẻ thực hành
0,yêu cầu đối với sinh viên cao   nhưng lại không đáp ứng cho sinh viên những kiến thức cần thiết
0,chỉ tham gia chấm điểm không giảng dạy trong giờ thực hành của lớp một lần nào
2,làm việc nhóm nhiều
0,khả năng tương tác chưa tốt
1,thầy khá đúng giờ
2,nội dung bài giảng dễ hiểu   giảng viên nhiệt tình   vui tính
0,nếu trang thiết bị đã không đáp ứng được thì tại sao trường không tạo điều kiện kéo dây mạng cho sinh viên cắm vào laptop
1,có bài tập cuối giờ
0,không có buổi học bù nào
2,đa số các giờ đều do sinh viên thuyết trình nhưng thực tế sinh viên đứng thuyết trình còn chưa hiểu bài làm sao trình bày lại cho các bạn hiểu
2,giảng viên giảng bài dễ hiểu
2,cô wzjwz rất nhiệt tình
2,giảng viên rất có tâm huyết
1,tất cả các hoạt động trên lớp
2,sự tận tình đối với học viên
1,đến lớp dúng giờ
2,thầy vui tính và thân thiện với sinh viên
2,cô rất tận tình với sinh viên
2,thầy giảng bài tận tâm   nhiệt tình
2,thầy dạy rất hay   hài hước trong công việc
2,thiếu nhiệt tình   ít làm bài tập
2,thầy dạy hay   vui nhiều phần thầy bồ sung có tính thực tiễn cao
1,giảng viên nhiệt tình   quan tâm đến sinh viên   hiền
2,nhiệt tình tâm huyết
2,tốt   dễ hiểu
2,thầy dạy rất dễ hiểu sinh động
2,giáo viên vui vẻ
2,cần có nhiều tài liệu để học hơn   có các trò chơi để sinh viên dễ hiểu bài hơn
0,chưa có nhiều kinh nghiệm về kiến thức
2,có nhiều bài vận dụng
0,giảng viên nghỉ  ngày không có lý do
